,Customer_ID,prediccion,%_proba
538,155089,1.0,0.6946157974686825
539,155104,1.0,0.639863461475456
543,156179,1.0,0.9166305943310876
545,156944,1.0,0.7375070332856218
547,157293,1.0,0.7338116149439986
551,158043,1.0,0.8367406407908724
556,158961,1.0,0.6087487102080182
560,160410,1.0,0.5052711673492425
567,161755,1.0,0.5659508479463217
575,163311,1.0,0.6027142335793648
577,165346,1.0,0.7743914229346326
585,167869,1.0,0.8124386854611901
596,169757,1.0,0.7764269872061321
600,170210,1.0,0.517161625904662
601,170303,1.0,0.7603051553948129
602,170919,1.0,0.9060774311397543
604,171524,1.0,0.7064773359956994
610,173293,1.0,0.7759676090138184
613,174051,1.0,0.7535126720521461
617,174724,1.0,0.6025228188151417
620,175130,1.0,0.6962175251346586
623,175429,1.0,0.9612391959471176
626,175949,1.0,0.5594474389731452
631,177092,1.0,0.663829587584336
636,178250,1.0,0.5426808734448592
638,178685,1.0,0.7414492953773921
640,179009,1.0,0.987089691395413
641,179229,1.0,0.622571233877622
645,180141,1.0,0.6831740233978756
646,180438,1.0,0.7675110126742718
648,181043,1.0,0.5966034088018072
653,182868,1.0,0.6085517905218921
655,183536,1.0,0.7812432632968334
666,185485,1.0,0.5987396359273859
667,186143,1.0,0.8244957358156272
677,188215,1.0,0.6370084437535779
678,188366,1.0,0.7538385110327774
679,188462,1.0,0.7171454934882753
683,189240,1.0,0.6979007745712233
685,189381,1.0,0.9387794909559729
692,191516,1.0,0.6285463227993012
696,191922,1.0,0.5674366155655796
699,192830,1.0,0.696012883630991
709,195183,1.0,0.7284056162667164
710,195941,1.0,0.8158367070854803
712,196357,1.0,0.5501350141491543
715,196736,1.0,0.590735746069225
719,197076,1.0,0.5860968926195096
730,199723,1.0,0.7009493636773264
732,200418,1.0,0.528564562305161
735,200782,1.0,0.7551645669746571
740,201633,1.0,0.9553609315980878
743,201782,1.0,0.8796368300231805
747,202017,1.0,0.847537192024156
748,202077,1.0,0.6990259951085189
751,202584,1.0,0.5461010672050071
760,204409,1.0,0.6393745509426879
766,205287,1.0,0.9152188022447305
769,206103,1.0,0.9889223682020037
770,206920,1.0,0.5105497662823889
774,207838,1.0,0.5682510128266436
778,208045,1.0,0.6173626603281728
782,208400,1.0,0.5021773999668274
784,208508,1.0,0.6411080261330344
787,209118,1.0,0.5355879836603191
797,211960,1.0,0.5432707924822952
798,212102,1.0,0.8061121047633305
799,212284,1.0,0.8543116880009985
805,215175,1.0,0.6358901129170703
806,215466,1.0,0.9863130955979154
810,216065,1.0,0.9915914939386521
819,218007,1.0,0.8998314793783009
820,218139,1.0,0.7787032993325216
823,218346,1.0,0.6023232864795661
824,218527,1.0,0.834098653575241
825,218775,1.0,0.7178144591179668
830,219911,1.0,0.6696921777035353
839,221866,1.0,0.5280863962784027
840,222254,1.0,0.6900653992121426
845,223524,1.0,0.9791906226277639
846,223640,1.0,0.8739965485559267
849,224433,1.0,0.8177633355618185
851,224825,1.0,0.8591151704814519
864,229549,1.0,0.8911188309560971
870,230193,1.0,0.7989297032694658
878,232824,1.0,0.5398691387473337
886,233561,1.0,0.5465814831684681
895,235205,1.0,0.7204576437111353
900,237454,1.0,0.6734347290809618
911,240929,1.0,0.9565458913747189
920,244074,1.0,0.6605326564753695
921,244738,1.0,0.6057691928615168
926,245582,1.0,0.5123531427126097
940,251483,1.0,0.7057959405430978
941,252108,1.0,0.8479447530534439
942,252213,1.0,0.5520115811557779
944,252823,1.0,0.5772295692459034
945,253237,1.0,0.5257673136646352
949,254397,1.0,0.7700615949767032
953,256594,1.0,0.8568345565801935
956,257298,1.0,0.9006605547952017
959,258072,1.0,0.5055729624012612
961,258516,1.0,0.9350505227852851
963,258904,1.0,0.9552825073165129
965,259375,1.0,0.5590113935692818
976,261209,1.0,0.6348715217195011
987,263685,1.0,0.7707215285261959
988,263977,1.0,0.9303998840042287
994,265767,1.0,0.924288926856234
996,266577,1.0,0.5453861082077536
997,267091,1.0,0.6777935661039505
1000,267294,1.0,0.7803418899156959
1005,269362,1.0,0.9002685661359798
1006,269711,1.0,0.7166530925727479
1009,270196,1.0,0.9099805718557439
1011,270595,1.0,0.8389990264657777
1019,273750,1.0,0.9487986126136801
1020,273907,1.0,0.9330020886414646
1022,274360,1.0,0.8029297548830989
1025,276033,1.0,0.8292032882045596
1029,276821,1.0,0.8551618406929503
1030,276841,1.0,0.6883857517343849
1032,278879,1.0,0.5175769439454705
1034,279050,1.0,0.9817657223810716
1038,281591,1.0,0.6135790686934083
1039,282046,1.0,0.5830464676601368
1045,282856,1.0,0.6901760380692066
1047,283540,1.0,0.8181542618634445
1048,284252,1.0,0.8785038612970502
1050,284791,1.0,0.5207588480342287
1053,286160,1.0,0.6777612619999435
1054,286348,1.0,0.8148808603887079
1055,286460,1.0,0.6228558661618834
1056,286885,1.0,0.873523993379006
1059,287097,1.0,0.7043596274060636
1064,289212,1.0,0.67770767687905
1071,290541,1.0,0.7633240946604878
1077,292356,1.0,0.7284667682631706
1078,292484,1.0,0.5312924154252509
1080,292537,1.0,0.783402133489436
1093,295586,1.0,0.6658406612753852
1095,297062,1.0,0.5670015281998861
1099,297461,1.0,0.8015227688356285
1109,300924,1.0,0.5826451380953929
1122,304220,1.0,0.9839099659534454
1129,306762,1.0,0.5700972608700972
1130,307190,1.0,0.5354553552918145
1143,310357,1.0,0.5389994357512046
1146,310403,1.0,0.5644912606031505
1147,310436,1.0,0.8130167816754013
1156,313185,1.0,0.5879887317516206
1163,315028,1.0,0.6881120881604353
1180,320576,1.0,0.8282685898424317
1181,320690,1.0,0.8962379405075194
1183,321262,1.0,0.5051191569602327
1186,321814,1.0,0.6713788804384526
1187,321869,1.0,0.5085484251133316
1196,323415,1.0,0.9183110054777637
1200,324934,1.0,0.6866276783133762
1204,326267,1.0,0.9032563665079392
1220,330595,1.0,0.5168002568955591
1226,331197,1.0,0.7839102246288874
1228,331251,1.0,0.9352163025724936
1232,332532,1.0,0.8284921059893586
1234,332622,1.0,0.7558868393940441
1245,335639,1.0,0.7516413133250649
1248,335967,1.0,0.6594031170780731
1249,336162,1.0,0.7974216586151445
1254,337281,1.0,0.6788511449721439
1257,338262,1.0,0.7201541304483625
1262,340803,1.0,0.7361511918900574
1264,341068,1.0,0.7080987139030598
1274,343476,1.0,0.6650501958101095
1277,345342,1.0,0.8235543230523586
1281,346129,1.0,0.6866137450957757
1285,346505,1.0,0.7979165068388613
1289,347172,1.0,0.9302569143870673
1295,349777,1.0,0.7104225650948065
1304,352226,1.0,0.6136407132054897
1312,354693,1.0,0.7929826301186537
1314,355587,1.0,0.7306978406138604
1315,356053,1.0,0.6522192528171343
1318,357098,1.0,0.6876357553587567
1323,357792,1.0,0.8654388616594445
1326,358889,1.0,0.5298358496613617
1330,360490,1.0,0.737137745051087
1333,361262,1.0,0.7541465121432582
1334,361421,1.0,0.9174490799298207
1337,362252,1.0,0.5496714865922827
1338,362277,1.0,0.9228963884607293
1342,363535,1.0,0.8256857750427365
1344,364663,1.0,0.7958920013566044
1346,365044,1.0,0.675451026548229
1348,365553,1.0,0.7963910168151569
1349,365589,1.0,0.579928908738412
1352,366748,1.0,0.7494188259958897
1364,369500,1.0,0.5886313333793856
1372,372532,1.0,0.6704192362479983
1373,372634,1.0,0.8201906430125796
1374,372689,1.0,0.5100088991046443
1385,377835,1.0,0.7020578771246833
1397,379827,1.0,0.6350396661663221
1399,380145,1.0,0.8486381139284731
1412,383324,1.0,0.6017012507687781
1413,383404,1.0,0.9606737460118897
1415,384337,1.0,0.962779703121794
1424,386062,1.0,0.6722144687785623
1430,386971,1.0,0.6654641353202347
1435,387749,1.0,0.7817172289893064
1438,388477,1.0,0.5048500759382524
1439,388548,1.0,0.706712166113167
1449,391417,1.0,0.8064064460771536
1466,394819,1.0,0.6026929117630593
1473,395942,1.0,0.9453978796021768
1474,395983,1.0,0.6576618136113355
1475,396542,1.0,0.6252199555491623
1477,397073,1.0,0.5231733466135171
1483,399043,1.0,0.6550538764582782
1488,400368,1.0,0.9656342251680603
1493,401103,1.0,0.989251587633149
1494,401260,1.0,0.5192830674723762
1500,402892,1.0,0.9397620296766087
1506,404481,1.0,0.9918262902951854
1510,405205,1.0,0.7942427557780405
1513,405567,1.0,0.7697075244939059
1514,405786,1.0,0.7283822291932378
1515,406163,1.0,0.9268673836471362
1519,406583,1.0,0.7108399943888292
1521,406976,1.0,0.6894726915129427
1522,407288,1.0,0.5080703150572692
1526,408412,1.0,0.7867556083238797
1529,408622,1.0,0.5522032475440732
1542,411159,1.0,0.7178091799680936
1546,411946,1.0,0.9848699613840911
1548,411975,1.0,0.8081015189323792
1549,411989,1.0,0.7548269625149905
1551,412274,1.0,0.611526793888832
1556,413582,1.0,0.6576379393807565
1560,414062,1.0,0.8760440747993576
1562,414209,1.0,0.7341680652059502
1565,414536,1.0,0.6964223006505159
1566,414951,1.0,0.6147163889651949
1568,415541,1.0,0.8516841574806444
1570,415649,1.0,0.7825614164044724
1575,416745,1.0,0.5407302030500302
1578,418506,1.0,0.8802477035972602
1586,419840,1.0,0.664242917686152
1587,419846,1.0,0.5423689369813848
1590,420310,1.0,0.9426968126865528
1597,421436,1.0,0.5599403048098489
1598,421517,1.0,0.6276957687176893
1602,422761,1.0,0.9732083736969271
1603,423207,1.0,0.6484990197350319
1606,424077,1.0,0.5033715361930546
1614,426295,1.0,0.7654126411678842
1615,426354,1.0,0.7352172402657183
1617,426726,1.0,0.605308833777998
1619,427891,1.0,0.5486667574408681
1623,428589,1.0,0.9796591856563445
1627,429591,1.0,0.8308262239215451
1639,433076,1.0,0.5199622324101549
1641,433374,1.0,0.5464138415420492
1647,434411,1.0,0.8438278285281005
1653,436099,1.0,0.5260463002746473
1662,439638,1.0,0.7860902867542736
1664,439903,1.0,0.5571247143892574
1668,442240,1.0,0.683456711833748
1670,442537,1.0,0.8075990532086635
1672,442771,1.0,0.974140006775372
1673,443299,1.0,0.688665516858867
1675,443976,1.0,0.8195813648617054
1686,446659,1.0,0.6747747711828394
1688,447648,1.0,0.5909157527778369
1695,449843,1.0,0.9765923093536722
1704,451640,1.0,0.5882092438713155
1706,452450,1.0,0.8050301361318832
1707,452853,1.0,0.7131750848800825
1732,459837,1.0,0.5231192674056628
1736,460465,1.0,0.7968051938996011
1747,464248,1.0,0.7216320519076868
1754,466027,1.0,0.8399210685537644
1756,466859,1.0,0.534842888218742
1764,469051,1.0,0.5831546770521538
1765,469575,1.0,0.8665705323436884
1767,469764,1.0,0.5850549182361755
1769,469809,1.0,0.5614810925941818
1771,470496,1.0,0.6278176739033161
1776,471701,1.0,0.5917661562708098
1789,474851,1.0,0.839288581168952
1791,475608,1.0,0.9885852709611667
1798,477139,1.0,0.8384381707353831
1806,479912,1.0,0.6012300170108351
1808,480952,1.0,0.5440088276452597
1818,483336,1.0,0.8797884611144539
1825,484605,1.0,0.527415153598083
1827,485371,1.0,0.5415512520143886
1831,486509,1.0,0.5917916820013345
1835,486820,1.0,0.5279337977825805
1842,489007,1.0,0.5262088494033468
1843,489062,1.0,0.8503308689326906
1848,490256,1.0,0.6101720258994414
1861,491497,1.0,0.5575312990055884
1863,492028,1.0,0.8753577197699581
1873,494518,1.0,0.926160450161317
1874,494658,1.0,0.5560182082767554
1877,494953,1.0,0.8306457962889168
1880,495654,1.0,0.7982832108414228
1883,496262,1.0,0.7374459592737277
1891,497569,1.0,0.8134954805877034
1897,498374,1.0,0.7515161416565793
1898,498418,1.0,0.7408515652171932
1907,499519,1.0,0.9186372588992447
1908,499521,1.0,0.5206672727883856
1909,499632,1.0,0.8384902297755662
1916,501291,1.0,0.8269490695131578
1919,502038,1.0,0.7154287850003602
1923,503044,1.0,0.8378352556837536
1930,504911,1.0,0.7405105313443953
1935,505585,1.0,0.9283621063759706
1937,505788,1.0,0.9375308007878387
1939,505811,1.0,0.7080318557581461
1957,510199,1.0,0.8370858029337637
1958,510289,1.0,0.8493449555562166
1960,510430,1.0,0.5077697786705847
1964,511848,1.0,0.6703954435666766
1967,512429,1.0,0.9520921793569788
1973,513508,1.0,0.7124964502633419
1982,515161,1.0,0.7233091771170801
1984,515316,1.0,0.5824462911504538
2001,519544,1.0,0.5190649028307321
2007,520677,1.0,0.840304988949275
2013,522689,1.0,0.8778711289582969
2018,523748,1.0,0.7548314159557103
2022,524718,1.0,0.7952669879378699
2024,524842,1.0,0.524789165125445
2040,529412,1.0,0.7112061267030528
2059,533790,1.0,0.5697385150131051
2060,533823,1.0,0.5945550746467761
2062,534259,1.0,0.6215479084277022
2063,534337,1.0,0.7925142230774248
2064,534403,1.0,0.5271244680154699
2066,534666,1.0,0.8560956280188914
2067,534767,1.0,0.7029657282576975
2072,536169,1.0,0.7888658027227439
2073,536333,1.0,0.8359800840498103
2075,536869,1.0,0.5157926265269416
2076,536913,1.0,0.8136579177609268
2090,539235,1.0,0.7213529260684892
2097,540526,1.0,0.5450373107848148
2107,543948,1.0,0.5496914574531132
2109,544296,1.0,0.5907156572542898
2110,544434,1.0,0.5084928673256164
2114,545354,1.0,0.7311650769741362
2122,547100,1.0,0.5899561641311145
2137,550823,1.0,0.6742516994537482
2145,551412,1.0,0.5503326097323039
2154,552625,1.0,0.9246624145312808
2159,553941,1.0,0.8685558350440353
2166,555332,1.0,0.642148032173726
2172,556135,1.0,0.5345588220909472
2173,556218,1.0,0.8379127776803401
2175,556543,1.0,0.9903076146707122
2189,560399,1.0,0.6884783518246602
2191,560443,1.0,0.5999387709869011
2195,561656,1.0,0.8153299264666738
2206,564334,1.0,0.9486145068189368
2208,564948,1.0,0.8044236425207197
2212,565459,1.0,0.9673071530022548
2215,569787,1.0,0.8180541057029723
2219,570209,1.0,0.7175776423212548
2225,572245,1.0,0.585424428025636
2230,574136,1.0,0.5684158385011147
2231,574212,1.0,0.9722438935660854
2240,575755,1.0,0.5069286120673816
2241,576140,1.0,0.9079790512390462
2243,576613,1.0,0.6557161444129329
2245,576697,1.0,0.9058268263757259
2262,578310,1.0,0.6956790850869335
2263,578326,1.0,0.8986470411679873
2266,579514,1.0,0.5715389520551734
2267,579748,1.0,0.5888267137949472
2271,580813,1.0,0.6413884371232553
2274,581332,1.0,0.7527096073221977
2276,582919,1.0,0.7722167081821422
2279,583059,1.0,0.6726459372624084
2286,584346,1.0,0.588085948631657
2295,586915,1.0,0.6732410288217194
2303,587983,1.0,0.9073627121626892
2305,588385,1.0,0.5513996017792885
2306,588487,1.0,0.8201382247224821
2309,589273,1.0,0.5717140593623465
2311,589520,1.0,0.5609830708280219
2318,591246,1.0,0.9338844138942732
2323,592990,1.0,0.953359931517476
2325,593157,1.0,0.5801835105480074
2328,593457,1.0,0.5552216030502377
2333,594352,1.0,0.6229306387590715
2339,595805,1.0,0.726486882802372
2342,597542,1.0,0.518215687674274
2345,597778,1.0,0.9397052885008917
2350,599694,1.0,0.6828184545168556
2352,600040,1.0,0.8906720653879572
2354,600298,1.0,0.9597469877643081
2355,600327,1.0,0.5272612525576945
2357,600525,1.0,0.7861499411330338
2370,602343,1.0,0.6055694939926126
2371,602910,1.0,0.9648937915578419
2381,604640,1.0,0.6449366644967892
2389,606102,1.0,0.8796197641568675
2401,607611,1.0,0.5135322806259964
2414,609865,1.0,0.6463657229285843
2415,610429,1.0,0.7878963084039781
2421,611428,1.0,0.5549026093908868
2425,613413,1.0,0.503705869336615
2426,613582,1.0,0.8909351913622349
2438,615239,1.0,0.8715253026284859
2441,615765,1.0,0.9146284018499427
2443,616300,1.0,0.5513739487085592
2445,616552,1.0,0.6784853580715499
2446,617033,1.0,0.5507543687139178
2448,617681,1.0,0.7081565556395946
2454,619973,1.0,0.5227227684706549
2463,621756,1.0,0.7386690127383011
2467,622130,1.0,0.5347736686786734
2475,623508,1.0,0.6434587598409074
2477,623624,1.0,0.6042346291189109
2479,623894,1.0,0.5243830389265351
2486,625367,1.0,0.6532229239386635
2494,626474,1.0,0.9536058980513463
2496,626574,1.0,0.7035933273862086
2507,630545,1.0,0.8870082781171312
2509,631007,1.0,0.80272091581984
2510,631051,1.0,0.5651240819920427
2516,631857,1.0,0.8761553486468825
2519,632815,1.0,0.6385222450277452
2520,632925,1.0,0.5969560018378542
2527,633838,1.0,0.5031271756125582
2530,634397,1.0,0.7315546330821199
2535,635366,1.0,0.94642563176343
2536,635434,1.0,0.5428508790248932
2540,636931,1.0,0.5967283576705729
2545,638428,1.0,0.9321247059815736
2548,639019,1.0,0.8290255752487561
2550,639354,1.0,0.6734386127522246
2557,641438,1.0,0.5805712576985301
2561,641609,1.0,0.5560514644891964
2564,642038,1.0,0.5252967044971925
2565,642593,1.0,0.9306663029890604
2566,643263,1.0,0.6755647604758727
2581,646178,1.0,0.6707095622020237
2583,647070,1.0,0.8404500540255387
2584,647775,1.0,0.9663619627473479
2593,649919,1.0,0.9448808362712315
2594,650085,1.0,0.5972535768826632
2597,650478,1.0,0.533182106834332
2602,651732,1.0,0.5844848471602886
2606,652704,1.0,0.6152046740083476
2610,654647,1.0,0.8032003010593409
2613,655682,1.0,0.9684594473077797
2615,656163,1.0,0.8560223166271518
2621,657336,1.0,0.5476065394951963
2628,659236,1.0,0.7805572352648187
2631,660317,1.0,0.97089801106801
2633,660848,1.0,0.6839011848356041
2637,661519,1.0,0.6554968163553456
2644,664089,1.0,0.8604108518890061
2651,665381,1.0,0.652272274662778
2655,666249,1.0,0.6254942768412628
2664,668847,1.0,0.5830028915567607
2665,669406,1.0,0.8043984304562417
2667,669958,1.0,0.9175356583317724
2673,671445,1.0,0.9082318804803041
2677,672921,1.0,0.7377177068722474
2678,672927,1.0,0.8800716753736362
2679,672994,1.0,0.5696741936006845
2680,673130,1.0,0.5943239545300658
2684,673382,1.0,0.9400040682654064
2689,674237,1.0,0.7776822927799363
2694,676016,1.0,0.916058255553583
2701,677067,1.0,0.6442488168133598
2708,678711,1.0,0.8161628387958244
2723,680895,1.0,0.753178533483445
2725,681127,1.0,0.9732432425289116
2732,682330,1.0,0.5038688426279011
2735,683003,1.0,0.7032914177379344
2739,683500,1.0,0.5933635024771836
2751,686395,1.0,0.5727492611803139
2758,688129,1.0,0.506824911255142
2759,688656,1.0,0.8246581331422841
2773,691212,1.0,0.6496528468752125
2774,691560,1.0,0.7197209330206981
2781,693082,1.0,0.6670824741168047
2786,694191,1.0,0.9700205226028024
2790,694598,1.0,0.6746664569536909
2800,697571,1.0,0.504346457538732
2809,700221,1.0,0.6101355346271455
2810,700371,1.0,0.8794906145000889
2814,700923,1.0,0.6210408493695155
2815,701058,1.0,0.5939776649266687
2818,702237,1.0,0.6252269205478067
2819,702964,1.0,0.5326194473176933
2825,707054,1.0,0.6981208646037267
2827,707261,1.0,0.9330575469256535
2831,708025,1.0,0.5219062193750361
2836,708666,1.0,0.5013714671781825
2839,709297,1.0,0.6273238003311593
2860,715898,1.0,0.507155888571739
2862,716368,1.0,0.5831607921183001
2864,716646,1.0,0.8577207560906154
2865,716847,1.0,0.9741859705598019
2869,717769,1.0,0.8089680850103917
2870,718059,1.0,0.8339559556599765
2872,720560,1.0,0.9794849172480823
2874,720905,1.0,0.6330675490168243
2880,722137,1.0,0.6489775703775538
2885,722557,1.0,0.927297357009564
2889,723579,1.0,0.6150287192115629
2899,725480,1.0,0.5219685741105823
2902,726394,1.0,0.5287727913812433
2910,728987,1.0,0.947012214250862
2914,730553,1.0,0.6157490009290362
2923,733345,1.0,0.5374491230893541
2925,733695,1.0,0.8488419011309827
2929,734022,1.0,0.7397148556756753
2938,736519,1.0,0.840319121484192
2950,740369,1.0,0.8236670188684933
2951,740402,1.0,0.5127071902466
2961,742217,1.0,0.548215617862494
2972,744920,1.0,0.7639434588314843
2975,745657,1.0,0.5795300402507613
2979,747346,1.0,0.6646930613102803
2983,747669,1.0,0.8832623830345826
2985,749555,1.0,0.7903448055567113
2988,750647,1.0,0.9052118156559885
3007,756120,1.0,0.7165545710965843
3022,760329,1.0,0.5307530965278943
3023,760525,1.0,0.6838885929043429
3025,760843,1.0,0.6391111295272006
3030,761795,1.0,0.5105563866961301
3041,764430,1.0,0.620957587510843
3046,765914,1.0,0.8875427883960589
3052,767712,1.0,0.9801873745365626
3054,768129,1.0,0.8267411854945836
3056,768762,1.0,0.709668476568052
3063,769848,1.0,0.8478152776901552
3065,770021,1.0,0.7381554876481491
3075,772051,1.0,0.8947167704539667
3077,772803,1.0,0.7195369226330057
3081,773699,1.0,0.898732565666967
3083,773939,1.0,0.664593897403904
3086,774556,1.0,0.5131406214750597
3090,774858,1.0,0.5267035873856242
3102,776235,1.0,0.5424326741303015
3106,777094,1.0,0.805965999568859
3111,777948,1.0,0.594681476974777
3114,778639,1.0,0.80132824599716
3122,779917,1.0,0.8908036490404784
3159,787249,1.0,0.6122388792928664
3191,795157,1.0,0.5219032366402344
3204,796849,1.0,0.5652534323481
3221,798891,1.0,0.6174358583482102
3227,800652,1.0,0.5307339128574484
3229,800793,1.0,0.9718414451018091
3236,801414,1.0,0.7220561915841668
3242,802718,1.0,0.7929883549739721
3252,803568,1.0,0.7297944976426529
3256,803999,1.0,0.5217398232977108
3262,804650,1.0,0.8515058965125132
3273,805865,1.0,0.7757988253466331
3276,806245,1.0,0.5196880052591152
3279,806394,1.0,0.7269959377766261
3280,806451,1.0,0.8890504066364223
3287,806854,1.0,0.8401788323206878
3295,807795,1.0,0.6202863230671555
3296,807847,1.0,0.5189299009679125
3297,807898,1.0,0.6750525546982649
3301,808787,1.0,0.8499644338343919
3308,810086,1.0,0.7217634921628376
3311,810334,1.0,0.7915444415684159
3321,811211,1.0,0.7106528452366114
3329,812049,1.0,0.7695587754196815
3331,812361,1.0,0.7338302772048385
3338,813279,1.0,0.7796671866416357
3341,813560,1.0,0.5430145463838332
3342,813790,1.0,0.8932183286705498
3346,814352,1.0,0.6986293737633323
3350,814933,1.0,0.53496357348038
3353,815308,1.0,0.7058820176441133
3369,817516,1.0,0.5986430106375701
3374,818613,1.0,0.7306566235975812
3387,820896,1.0,0.6275797544411789
3392,821463,1.0,0.8109569375874743
3393,821485,1.0,0.5888814092068771
3402,823020,1.0,0.7039310820331487
3405,823172,1.0,0.6690642370415374
3425,825523,1.0,0.7441564729093533
3436,828138,1.0,0.611325914696546
3445,828815,1.0,0.8661083410655834
3457,830613,1.0,0.6782097475280238
3458,830666,1.0,0.5728849884454537
3464,831729,1.0,0.6432287938993866
3472,832680,1.0,0.8262425562205229
3483,834073,1.0,0.5068046530019115
3487,834821,1.0,0.700873475370147
3491,835504,1.0,0.7503247458500851
